id,dt_ocorrencia,uf,regiao,classificacao_da_ocorrencia
7762,2018-03-21,SP,Sudeste,Incidente
7759,2018-03-14,MG,Sudeste,Acidente
7758,2018-01-26,GO,Centro-Oeste,Acidente
7758,2018-01-26,GO,Centro-Oeste,Acidente
7757,2018-03-18,RS,Sul,Incidente Grave
5552,2009-07-07,PR,Sul,Acidente
5118,2006-10-13,ES,Sudeste,Acidente
7756,2018-03-18,PE,Nordeste,Incidente Grave
7755,2018-03-18,AL,Nordeste,Incidente Grave
7754,2018-03-17,SP,Sudeste,Incidente Grave
7754,2018-03-17,SP,Sudeste,Incidente Grave
7753,2018-03-16,SP,Sudeste,Acidente
5387,2002-08-20,Indeterminado,,Acidente
5665,2002-11-20,Indeterminado,,Acidente
7752,2018-03-16,SP,Sudeste,Incidente
7526,2017-09-20,MG,Sudeste,Incidente
7525,2017-09-21,MT,Centro-Oeste,Acidente
7524,2017-09-15,RJ,Sudeste,Ocorrência de Solo
7523,2017-09-17,SP,Sudeste,Incidente
7522,2017-09-15,RR,Norte,Acidente
7521,2017-09-11,SP,Sudeste,Incidente
7520,2017-09-11,SP,Sudeste,Incidente
7519,2017-09-07,PR,Sul,Incidente
7518,2017-09-05,PR,Sul,Incidente
7516,2017-09-02,MG,Sudeste,Acidente
7514,2017-09-11,SC,Sul,Incidente
7517,2017-08-02,PE,Nordeste,Incidente
7515,2017-09-06,MT,Centro-Oeste,Incidente Grave
7229,2017-02-07,RJ,Sudeste,Incidente
7228,2017-04-11,SP,Sudeste,Incidente
7227,2017-04-05,RJ,Sudeste,Ocorrência de Solo
7513,2017-09-08,PR,Sul,Incidente
7512,2017-09-03,SP,Sudeste,Acidente
7511,2017-09-06,MG,Sudeste,Acidente
7510,2017-09-07,MG,Sudeste,Incidente
7236,2017-05-04,MG,Sudeste,Incidente
7235,2017-04-23,RS,Sul,Acidente
7234,2017-04-20,BA,Nordeste,Incidente
7233,2017-04-14,MS,Centro-Oeste,Acidente
7232,2017-02-17,AM,Norte,Acidente
7231,2017-02-04,SC,Sul,Incidente
7230,2017-02-13,ES,Sudeste,Incidente
7226,2017-04-05,MG,Sudeste,Incidente
7225,2017-04-01,GO,Centro-Oeste,Acidente
7224,2017-02-06,SP,Sudeste,Acidente
7222,2017-01-23,DF,Centro-Oeste,Incidente
7990,2011-02-26,RJ,Sudeste,Incidente
7989,2011-03-01,RJ,Sudeste,Incidente
7223,2017-01-18,SP,Sudeste,Incidente
7221,2017-01-14,SP,Sudeste,Incidente
7993,2011-01-10,RJ,Sudeste,Incidente
7506,2017-07-03,GO,Centro-Oeste,Incidente
7992,2011-01-23,RN,Nordeste,Incidente
7991,2011-02-06,MT,Centro-Oeste,Incidente
7988,2011-03-26,RJ,Sudeste,Incidente
7986,2011-04-18,SP,Sudeste,Incidente
7987,2011-04-07,PR,Sul,Incidente
7985,2011-04-29,RJ,Sudeste,Incidente
7750,2018-03-15,PA,Norte,Acidente
7748,2018-03-13,SP,Sudeste,Acidente
7749,2018-03-11,SP,Sudeste,Incidente
7747,2018-03-10,PI,Nordeste,Acidente
7746,2018-03-11,PR,Sul,Acidente
7741,2018-03-07,PB,Nordeste,Incidente Grave
7745,2018-03-11,SP,Sudeste,Incidente
7744,2018-03-07,SP,Sudeste,Incidente
7743,2018-03-08,MT,Centro-Oeste,Incidente
7742,2018-03-04,MG,Sudeste,Incidente Grave
7741,2018-03-07,PB,Nordeste,Incidente Grave
7740,2018-03-07,BA,Nordeste,Acidente
7739,2018-03-08,SC,Sul,Acidente
7738,2018-03-06,RS,Sul,Acidente
7508,2017-09-05,MG,Sudeste,Incidente Grave
7507,2017-09-03,GO,Centro-Oeste,Incidente
7509,2017-09-09,PE,Nordeste,Acidente
7505,2017-08-29,RJ,Sudeste,Incidente
7504,2017-09-08,PA,Norte,Acidente
7497,2017-06-07,SP,Sudeste,Incidente
7496,2017-08-27,MG,Sudeste,Incidente
7495,2017-08-12,SP,Sudeste,Incidente
7503,2017-09-07,PA,Norte,Acidente
7501,2017-06-06,MG,Sudeste,Incidente
7500,2017-09-02,MT,Centro-Oeste,Incidente
7499,2017-08-27,ES,Sudeste,Incidente Grave
7498,2017-08-31,MG,Sudeste,Incidente Grave
7494,2017-08-31,BA,Nordeste,Incidente
7220,2016-12-26,PE,Nordeste,Incidente
7219,2016-12-31,SP,Sudeste,Ocorrência de Solo
7218,2017-01-03,RS,Sul,Acidente
7217,2016-12-27,BA,Nordeste,Acidente
7216,2016-10-26,BA,Nordeste,Acidente
7215,2016-10-28,SP,Sudeste,Incidente
7214,2016-10-14,AM,Norte,Incidente
7213,2016-10-27,SP,Sudeste,Incidente
7212,2017-02-15,MT,Centro-Oeste,Incidente
7211,2017-02-20,SP,Sudeste,Incidente
7210,2017-02-23,SC,Sul,Acidente
7984,2011-05-18,DF,Centro-Oeste,Incidente
7983,2011-05-23,DF,Centro-Oeste,Incidente
7982,2011-05-26,MG,Sudeste,Incidente
7979,2011-06-28,RJ,Sudeste,Incidente
7737,2018-03-06,MT,Centro-Oeste,Incidente Grave
7981,2011-05-28,RJ,Sudeste,Incidente
7980,2011-06-22,PA,Norte,Incidente
7735,2018-01-28,RJ,Sudeste,Acidente
7734,2018-02-19,SP,Sudeste,Acidente
7978,2011-07-01,SP,Sudeste,Incidente
7736,2018-01-24,SP,Sudeste,Ocorrência de Solo
7734,2018-02-19,SP,Sudeste,Acidente
7733,2018-02-17,SP,Sudeste,Incidente
7732,2018-02-22,MT,Centro-Oeste,Acidente
7731,2018-02-09,MT,Centro-Oeste,Acidente
7731,2018-02-09,MT,Centro-Oeste,Acidente
7730,2018-03-01,SP,Sudeste,Ocorrência de Solo
7729,2018-02-15,MS,Centro-Oeste,Acidente
7727,2018-02-25,SP,Sudeste,Acidente
7728,2018-02-22,GO,Centro-Oeste,Acidente
7726,2018-02-24,AM,Norte,Incidente
7489,2017-08-21,RJ,Sudeste,Incidente
7488,2017-08-17,GO,Centro-Oeste,Incidente
7487,2017-08-10,MT,Centro-Oeste,Incidente
7725,2018-03-04,RS,Sul,Acidente
7493,2017-08-20,MT,Centro-Oeste,Incidente Grave
7492,2017-08-29,SP,Sudeste,Incidente
7491,2017-08-27,ES,Sudeste,Incidente Grave
7490,2017-08-20,TO,Norte,Acidente
7486,2017-08-22,AM,Norte,Acidente
7485,2017-08-20,SP,Sudeste,Incidente
7484,2017-08-16,BA,Nordeste,Incidente
7483,2017-07-24,GO,Centro-Oeste,Incidente
7482,2017-08-17,RJ,Sudeste,Incidente Grave
7481,2017-07-19,RJ,Sudeste,Incidente Grave
7480,2017-08-11,AC,Norte,Incidente
7479,2017-07-30,PA,Norte,Incidente
7474,2017-08-08,PA,Norte,Incidente Grave
7206,2017-04-08,PI,Nordeste,Acidente
7209,2016-12-04,SP,Sudeste,Incidente
7208,2017-04-10,MG,Sudeste,Acidente
7207,2017-04-06,SP,Sudeste,Incidente
7205,2017-04-13,MS,Centro-Oeste,Acidente
7204,2017-01-04,RJ,Sudeste,Ocorrência de Solo
7203,2017-01-04,GO,Centro-Oeste,Acidente
7203,2017-01-04,GO,Centro-Oeste,Acidente
7202,2017-01-05,PR,Sul,Acidente
7201,2016-12-07,SP,Sudeste,Incidente
7200,2016-12-02,SP,Sudeste,Incidente Grave
7199,2016-12-01,SP,Sudeste,Incidente
7198,2016-12-05,PR,Sul,Acidente
7197,2016-10-12,SP,Sudeste,Incidente
7975,2011-07-16,AM,Norte,Incidente
7974,2011-07-20,MG,Sudeste,Incidente
7196,2016-09-19,DF,Centro-Oeste,Incidente
7977,2011-07-04,SC,Sul,Incidente
7976,2011-07-15,RJ,Sudeste,Incidente
7973,2011-08-03,RJ,Sudeste,Incidente
7972,2011-08-07,AM,Norte,Incidente
7970,2013-08-14,MS,Centro-Oeste,Incidente
7969,2014-06-11,SP,Sudeste,Incidente
7971,2011-08-12,RJ,Sudeste,Incidente
7968,2014-11-12,PA,Norte,Incidente
7967,2014-12-20,PR,Sul,Incidente
7966,2015-02-05,PA,Norte,Incidente
7965,2015-02-08,MG,Sudeste,Incidente
7724,2018-02-01,SP,Sudeste,Incidente
7723,2018-02-14,SP,Sudeste,Incidente Grave
7722,2018-03-01,SP,Sudeste,Incidente
7721,2018-02-22,AM,Norte,Acidente
7716,2018-02-27,MS,Centro-Oeste,Acidente
7715,2018-01-25,MT,Centro-Oeste,Incidente Grave
7720,2018-02-28,PA,Norte,Acidente
7720,2018-02-28,PA,Norte,Acidente
7718,2018-02-17,SC,Sul,Acidente
7717,2018-02-26,RS,Sul,Acidente
7719,2018-02-26,SP,Sudeste,Incidente
7715,2018-01-25,MT,Centro-Oeste,Incidente Grave
7714,2018-01-09,PA,Norte,Incidente
7471,2011-02-05,RJ,Sudeste,Incidente
7470,2011-05-12,SP,Sudeste,Incidente
7712,2018-02-22,DF,Centro-Oeste,Incidente Grave
7473,2017-08-12,GO,Centro-Oeste,Acidente
7469,2010-03-24,RJ,Sudeste,Incidente
7464,2010-12-15,PR,Sul,Incidente
7466,2010-07-19,SP,Sudeste,Incidente
7465,2010-02-06,AC,Norte,Incidente
7461,2013-11-08,MG,Sudeste,Incidente
7460,2010-08-04,PR,Sul,Incidente
7462,2014-01-27,DF,Centro-Oeste,Incidente
7459,2015-02-18,PE,Nordeste,Incidente
7458,2015-06-17,PR,Sul,Acidente
7457,2017-05-28,MS,Centro-Oeste,Acidente
7456,2002-03-05,DF,Centro-Oeste,Incidente
7194,2016-10-12,RR,Norte,Acidente
7194,2016-10-12,RR,Norte,Acidente
7193,2017-02-15,SP,Sudeste,Incidente
7192,2017-03-07,DF,Centro-Oeste,Ocorrência de Solo
7191,2017-02-04,BA,Nordeste,Acidente
7190,2017-02-08,BA,Nordeste,Acidente
7190,2017-02-08,BA,Nordeste,Acidente
7189,2017-02-03,PR,Sul,Incidente
7963,2015-05-16,PE,Nordeste,Incidente
7188,2017-02-05,PA,Norte,Acidente
7188,2017-02-05,PA,Norte,Acidente
7187,2017-01-30,PR,Sul,Incidente
7184,2017-03-31,MG,Sudeste,Incidente
7183,2017-04-05,SP,Sudeste,Incidente
7186,2017-01-28,BA,Nordeste,Incidente Grave
7185,2017-01-27,RS,Sul,Ocorrência de Solo
7182,2017-04-04,CE,Nordeste,Ocorrência de Solo
7181,2017-03-13,MT,Centro-Oeste,Acidente
7964,2015-03-10,SC,Sul,Incidente
7962,2015-06-10,SC,Sul,Incidente
7961,2018-07-26,MS,Centro-Oeste,Incidente Grave
7960,2015-07-05,GO,Centro-Oeste,Incidente
7959,2015-07-07,MG,Sudeste,Incidente
7954,2017-06-13,TO,Norte,Incidente
7953,2017-09-03,GO,Centro-Oeste,Incidente
7951,2018-01-18,MS,Centro-Oeste,Incidente
7950,2018-05-17,MG,Sudeste,Incidente Grave
7949,2018-03-21,SP,Sudeste,Incidente
7948,2018-07-23,SP,Sudeste,Incidente
7947,2018-07-20,AM,Norte,Ocorrência de Solo
7946,2018-07-05,MG,Sudeste,Ocorrência de Solo
7945,2018-07-22,PR,Sul,Acidente
7944,2018-07-21,RJ,Sudeste,Acidente
7943,2018-07-20,SP,Sudeste,Incidente
7711,2018-02-03,SP,Sudeste,Incidente Grave
7710,2018-02-08,RS,Sul,Acidente
7709,2018-02-18,BA,Nordeste,Acidente
7708,2018-02-28,RS,Sul,Incidente Grave
7708,2018-02-28,RS,Sul,Incidente Grave
7707,2018-01-25,PE,Nordeste,Ocorrência de Solo
7706,2017-12-15,PR,Sul,Incidente
7704,2018-01-19,RS,Sul,Acidente
7703,2018-01-18,MG,Sudeste,Acidente
7703,2018-01-18,MG,Sudeste,Acidente
7455,2017-08-09,DF,Centro-Oeste,Incidente
7702,2018-01-13,BA,Nordeste,Acidente
7702,2018-01-13,BA,Nordeste,Acidente
7454,2017-07-28,ES,Sudeste,Ocorrência de Solo
7453,2017-08-08,MG,Sudeste,Acidente
7453,2017-08-08,MG,Sudeste,Acidente
7701,2018-01-13,ES,Sudeste,Acidente
7700,2018-01-23,PA,Norte,Acidente
7452,2017-08-06,AM,Norte,Acidente
7450,2017-08-03,PR,Sul,Incidente
7451,2017-08-04,GO,Centro-Oeste,Incidente
7449,2017-08-01,PA,Norte,Acidente
7443,2017-08-05,PR,Sul,Incidente
7442,2017-08-02,SP,Sudeste,Incidente Grave
7441,2017-08-01,RJ,Sudeste,Incidente
7440,2017-07-01,SP,Sudeste,Incidente
7439,2017-08-03,SP,Sudeste,Incidente
7437,2017-07-28,RS,Sul,Incidente Grave
7436,2017-07-27,SP,Sudeste,Acidente
7435,2017-07-30,SP,Sudeste,Acidente
7434,2017-07-16,SP,Sudeste,Incidente
7433,2017-07-20,MT,Centro-Oeste,Acidente
7432,2017-07-26,PR,Sul,Incidente
7431,2017-07-24,MG,Sudeste,Acidente
7430,2007-08-04,PE,Nordeste,Acidente
7179,2017-01-20,RJ,Sudeste,Incidente
7178,2017-01-19,SP,Sudeste,Incidente
7177,2017-01-16,SP,Sudeste,Incidente
7176,2017-04-29,RS,Sul,Ocorrência de Solo
7175,2017-06-02,SC,Sul,Incidente Grave
7174,2017-05-27,SP,Sudeste,Incidente
7173,2016-12-30,GO,Centro-Oeste,Incidente
7172,2017-02-03,PA,Norte,Incidente
7171,2016-12-15,SP,Sudeste,Incidente
7170,2017-01-18,SE,Nordeste,Incidente
7169,2017-01-18,CE,Nordeste,Acidente
7168,2016-12-23,SP,Sudeste,Acidente
7167,2016-12-13,MT,Centro-Oeste,Acidente
7166,2016-12-08,GO,Centro-Oeste,Incidente Grave
7166,2016-12-08,GO,Centro-Oeste,Incidente Grave
7165,2016-11-19,MG,Sudeste,Acidente
7164,2016-11-28,SP,Sudeste,Incidente Grave
7164,2016-11-28,SP,Sudeste,Incidente Grave
7941,2018-07-13,PE,Nordeste,Incidente
7940,2018-07-22,BA,Nordeste,Incidente Grave
7942,2018-07-20,MA,Nordeste,Acidente
7940,2018-07-22,BA,Nordeste,Incidente Grave
7939,2018-07-20,SP,Sudeste,Incidente
7938,2018-07-18,DF,Centro-Oeste,Ocorrência de Solo
7937,2018-07-18,RS,Sul,Incidente Grave
7937,2018-07-18,RS,Sul,Incidente Grave
7936,2018-07-18,CE,Nordeste,Incidente
7935,2014-08-01,MS,Centro-Oeste,Incidente Grave
7934,2018-07-17,BA,Nordeste,Incidente
7932,2018-05-25,GO,Centro-Oeste,Incidente Grave
7932,2018-05-25,GO,Centro-Oeste,Incidente Grave
7931,2018-07-13,CE,Nordeste,Incidente
7930,2018-07-16,PR,Sul,Incidente Grave
7699,2018-01-23,GO,Centro-Oeste,Incidente
7698,2018-01-26,RS,Sul,Acidente
7696,2018-02-12,SP,Sudeste,Acidente
7695,2018-02-11,AC,Norte,Acidente
7688,2018-02-14,RS,Sul,Acidente
7693,2018-02-01,RS,Sul,Acidente
7692,2018-02-07,MA,Nordeste,Ocorrência de Solo
7691,2018-02-07,ES,Sudeste,Incidente
7690,2018-02-09,SP,Sudeste,Incidente
7689,2018-02-08,SP,Sudeste,Incidente
7687,2018-01-21,ES,Sudeste,Acidente
7687,2018-01-21,ES,Sudeste,Acidente
7686,2017-11-20,PR,Sul,Ocorrência de Solo
7424,2017-07-19,CE,Nordeste,Incidente
7423,2017-07-17,MG,Sudeste,Incidente
7412,2017-06-30,SP,Sudeste,Incidente
7685,2018-01-18,BA,Nordeste,Acidente
7429,2017-07-24,PR,Sul,Incidente
7428,2017-07-25,CE,Nordeste,Incidente
7427,2017-07-25,PA,Norte,Ocorrência de Solo
7426,2017-07-25,SP,Sudeste,Incidente
7425,2017-07-21,RJ,Sudeste,Incidente
7422,2017-07-21,PR,Sul,Acidente
7421,2017-06-03,RJ,Sudeste,Incidente
7420,2017-07-17,RJ,Sudeste,Incidente
7417,2017-07-01,GO,Centro-Oeste,Incidente
7417,2017-07-01,GO,Centro-Oeste,Incidente
7419,2017-07-17,PR,Sul,Acidente
7416,2017-06-26,PR,Sul,Incidente
7415,2017-07-17,SP,Sudeste,Incidente
7414,2017-07-13,SC,Sul,Incidente
7413,2017-07-15,PR,Sul,Incidente
7411,2017-07-04,SP,Sudeste,Acidente
7195,2016-10-13,RS,Sul,Acidente
7149,2016-12-12,RS,Sul,Incidente
7148,2017-06-10,TO,Norte,Incidente
7147,2017-06-02,AM,Norte,Acidente
7146,2017-05-28,MS,Centro-Oeste,Acidente
7145,2017-05-24,AM,Norte,Incidente
7144,2016-09-16,AM,Norte,Acidente
7143,2016-09-21,SP,Sudeste,Acidente
7142,2016-09-19,MS,Centro-Oeste,Acidente
7141,2016-09-18,SP,Sudeste,Acidente
7141,2016-09-18,SP,Sudeste,Acidente
7140,2016-09-24,SP,Sudeste,Incidente Grave
7139,2016-09-23,PR,Sul,Acidente
7138,2016-09-24,PR,Sul,Acidente
7137,2016-09-29,SP,Sudeste,Incidente
7136,2017-04-28,MG,Sudeste,Incidente
7135,2017-04-21,SP,Sudeste,Acidente
7134,2016-12-28,GO,Centro-Oeste,Incidente
7929,2018-07-09,MG,Sudeste,Incidente
7928,2018-07-05,MG,Sudeste,Incidente Grave
7927,2017-07-09,MS,Centro-Oeste,Incidente
7926,2018-07-10,PR,Sul,Incidente
7925,2018-07-10,RJ,Sudeste,Incidente
7924,2017-10-11,PA,Norte,Acidente
7923,2018-04-10,MS,Centro-Oeste,Acidente
7923,2018-04-10,MS,Centro-Oeste,Acidente
7922,2018-07-03,PA,Norte,Acidente
7920,2018-07-12,SP,Sudeste,Acidente
7920,2018-07-12,SP,Sudeste,Acidente
7919,2018-07-16,MG,Sudeste,Acidente
7918,2018-07-14,MG,Sudeste,Acidente
7917,2018-07-22,PR,Sul,Acidente
7917,2018-07-22,PR,Sul,Acidente
7915,2018-07-10,PA,Norte,Incidente
7912,2018-07-04,MT,Centro-Oeste,Incidente
7911,2018-06-28,RS,Sul,Incidente
7910,2018-07-09,MG,Sudeste,Incidente
7684,2018-01-19,RS,Sul,Acidente
7683,2017-12-26,SP,Sudeste,Incidente
7682,2018-01-10,RS,Sul,Acidente
7681,2018-01-10,RS,Sul,Acidente
7679,2018-01-15,BA,Nordeste,Incidente
7680,2018-01-17,SP,Sudeste,Incidente
7678,2018-01-15,CE,Nordeste,Acidente
7677,2018-01-11,RS,Sul,Incidente
7676,2018-01-14,SP,Sudeste,Acidente
7675,2018-01-12,RS,Sul,Incidente
7674,2018-01-04,MG,Sudeste,Incidente
7673,2018-01-10,RS,Sul,Acidente
7672,2018-01-05,PR,Sul,Incidente
7671,2018-01-06,SC,Sul,Acidente
7670,2018-01-04,MS,Centro-Oeste,Incidente
7410,2017-07-09,SP,Sudeste,Incidente
7409,2017-07-05,RJ,Sudeste,Acidente
7408,2017-07-09,PR,Sul,Acidente
7407,2017-07-11,RJ,Sudeste,Ocorrência de Solo
7406,2017-07-11,RS,Sul,Incidente
7405,2017-07-09,AM,Norte,Incidente
7404,2017-07-09,MA,Nordeste,Incidente
7403,2017-07-08,MT,Centro-Oeste,Acidente
7402,2017-07-10,SC,Sul,Incidente Grave
7401,2017-07-07,SC,Sul,Incidente
7399,2017-07-11,SP,Sudeste,Acidente
7398,2017-06-13,RJ,Sudeste,Ocorrência de Solo
7400,2017-07-09,PR,Sul,Incidente
7397,2017-05-13,RO,Norte,Incidente
7396,2017-07-04,PA,Norte,Incidente
7133,2017-05-01,GO,Centro-Oeste,Ocorrência de Solo
7131,2016-12-04,SP,Sudeste,Acidente
7180,2017-01-24,GO,Centro-Oeste,Acidente
7132,2016-12-03,PE,Nordeste,Incidente Grave
7130,2016-12-02,CE,Nordeste,Incidente
7128,2016-12-28,ES,Sudeste,Acidente
7128,2016-12-28,ES,Sudeste,Acidente
7129,2016-11-14,RS,Sul,Acidente
7127,2017-01-03,RJ,Sudeste,Incidente
7126,2017-01-09,MT,Centro-Oeste,Ocorrência de Solo
7125,2017-01-10,PR,Sul,Ocorrência de Solo
7124,2017-02-04,RS,Sul,Acidente
7123,2017-01-13,SP,Sudeste,Acidente
7122,2017-01-14,PR,Sul,Acidente
7121,2017-01-12,MG,Sudeste,Incidente
7909,2018-07-08,SP,Sudeste,Acidente
7909,2018-07-08,SP,Sudeste,Acidente
7908,2018-07-08,SP,Sudeste,Incidente
7907,2018-06-15,MG,Sudeste,Incidente
7906,2018-06-27,MT,Centro-Oeste,Acidente
7906,2018-06-27,MT,Centro-Oeste,Acidente
7904,2018-07-01,MG,Sudeste,Incidente
7903,2018-07-01,MG,Sudeste,Acidente
7902,2018-07-02,RJ,Sudeste,Incidente Grave
7901,2018-05-17,ES,Sudeste,Ocorrência de Solo
7900,2018-07-02,SP,Sudeste,Incidente
7899,2018-06-30,RS,Sul,Acidente
7661,2017-11-30,SP,Sudeste,Incidente Grave
7660,2017-12-26,RJ,Sudeste,Incidente
7899,2018-06-30,RS,Sul,Acidente
7898,2018-06-29,PA,Norte,Acidente
7897,2018-06-27,PA,Norte,Acidente
7895,2018-06-26,SP,Sudeste,Incidente
7894,2018-06-26,RS,Sul,Ocorrência de Solo
7896,2018-06-20,PR,Sul,Incidente
7893,2018-06-23,MG,Sudeste,Incidente
7669,2018-01-04,BA,Nordeste,Incidente Grave
7668,2018-01-05,RJ,Sudeste,Incidente
7666,2018-01-05,SP,Sudeste,Incidente
7667,2018-01-04,RJ,Sudeste,Incidente Grave
7665,2018-01-03,RS,Sul,Incidente Grave
7664,2018-01-03,BA,Nordeste,Incidente
7663,2017-12-28,CE,Nordeste,Ocorrência de Solo
7661,2017-11-30,SP,Sudeste,Incidente Grave
7659,2017-12-23,SP,Sudeste,Ocorrência de Solo
7658,2017-12-30,RS,Sul,Acidente
7657,2017-12-29,SP,Sudeste,Incidente Grave
7656,2017-12-23,MG,Sudeste,Incidente Grave
7395,2017-07-03,RR,Norte,Acidente
7394,2017-06-24,PR,Sul,Incidente
7655,2017-12-23,RJ,Sudeste,Incidente
7654,2017-12-28,TO,Norte,Incidente
7393,2017-06-28,SP,Sudeste,Incidente
7392,2017-06-28,MG,Sudeste,Ocorrência de Solo
7391,2017-06-25,MG,Sudeste,Incidente
7390,2017-06-25,GO,Centro-Oeste,Acidente
7389,2017-04-17,SP,Sudeste,Incidente
7388,2017-06-21,RR,Norte,Acidente
7387,2017-06-16,MT,Centro-Oeste,Ocorrência de Solo
7386,2017-06-19,MT,Centro-Oeste,Incidente Grave
7385,2017-06-13,TO,Norte,Incidente
7384,2017-06-10,MT,Centro-Oeste,Incidente
7383,2017-06-15,MG,Sudeste,Incidente
7382,2017-06-14,RR,Norte,Acidente
7381,2017-06-15,PA,Norte,Incidente
7379,2017-06-11,RS,Sul,Incidente
7378,2017-06-14,RR,Norte,Acidente
7362,2017-02-11,SP,Sudeste,Acidente
7163,2016-11-17,SC,Sul,Incidente
7162,2016-12-04,PR,Sul,Incidente
7160,2016-12-07,SP,Sudeste,Incidente
7161,2016-11-24,RS,Sul,Acidente
7159,2016-11-29,SC,Sul,Acidente
7158,2016-12-10,SC,Sul,Acidente
7156,2017-05-05,RS,Sul,Incidente
7155,2017-04-25,SP,Sudeste,Incidente
7157,2016-12-04,RS,Sul,Acidente
7154,2017-05-04,SP,Sudeste,Incidente
7153,2017-05-09,SC,Sul,Incidente
7152,2016-12-10,RS,Sul,Incidente Grave
7151,2016-12-07,SP,Sudeste,Incidente Grave
7151,2016-12-07,SP,Sudeste,Incidente Grave
7150,2016-11-17,SP,Sudeste,Incidente
7892,2018-06-28,PA,Norte,Incidente
7891,2018-06-25,PA,Norte,Acidente
7880,2018-06-16,PA,Norte,Acidente
7653,2017-12-27,GO,Centro-Oeste,Incidente Grave
7890,2018-06-23,RS,Sul,Incidente
7889,2018-06-16,SP,Sudeste,Incidente
7888,2018-06-23,CE,Nordeste,Acidente
7887,2018-06-22,SP,Sudeste,Incidente
7884,2018-06-16,SC,Sul,Incidente
7886,2018-06-23,PA,Norte,Acidente
7885,2018-06-19,SP,Sudeste,Incidente
7883,2018-06-17,MS,Centro-Oeste,Acidente
7882,2018-06-17,RS,Sul,Incidente
7881,2018-06-16,MG,Sudeste,Acidente
7652,2017-12-27,BA,Nordeste,Incidente
7651,2017-12-19,SP,Sudeste,Ocorrência de Solo
7650,2017-11-11,MG,Sudeste,Incidente
7649,2017-11-06,MG,Sudeste,Incidente
7648,2017-12-09,MT,Centro-Oeste,Acidente
7647,2017-12-11,SP,Sudeste,Incidente Grave
7646,2017-12-13,RS,Sul,Incidente
7644,2017-12-03,PA,Norte,Acidente
5409,2009-12-25,AM,Norte,Acidente
7644,2017-12-03,PA,Norte,Acidente
7642,2017-12-10,SP,Sudeste,Incidente
7361,2017-01-28,RJ,Sudeste,Incidente
7645,2017-12-10,SP,Sudeste,Incidente
7357,2017-03-02,MT,Centro-Oeste,Incidente Grave
7356,2017-02-27,MT,Centro-Oeste,Incidente
7643,2017-12-08,PA,Norte,Acidente
7360,2017-02-10,SP,Sudeste,Incidente
7359,2017-02-04,PA,Norte,Incidente Grave
7358,2017-04-11,MT,Centro-Oeste,Acidente
7355,2017-03-13,RS,Sul,Acidente
7354,2017-02-10,SP,Sudeste,Acidente
7353,2017-02-04,RS,Sul,Acidente
7878,2018-06-11,PR,Sul,Incidente
7874,2018-06-07,RJ,Sudeste,Incidente
7869,2018-06-06,RS,Sul,Acidente
7352,2017-02-03,PR,Sul,Acidente
7351,2017-02-01,RS,Sul,Acidente
8133,2018-09-27,AM,Norte,Incidente Grave
8132,2018-09-25,MS,Centro-Oeste,Incidente
8133,2018-09-27,AM,Norte,Incidente Grave
8131,2018-09-27,MG,Sudeste,Incidente
8129,2018-09-27,SP,Sudeste,Incidente
8126,2018-09-24,PR,Sul,Acidente
8130,2018-09-26,SP,Sudeste,Incidente Grave
8127,2018-09-21,MT,Centro-Oeste,Incidente Grave
8127,2018-09-21,MT,Centro-Oeste,Incidente Grave
8123,2018-09-18,PA,Norte,Incidente
8125,2018-09-22,SP,Sudeste,Acidente
8124,2018-09-19,BA,Nordeste,Incidente
8122,2018-09-19,AM,Norte,Incidente
8121,2018-08-14,MG,Sudeste,Incidente
7879,2018-05-21,RJ,Sudeste,Incidente
7877,2018-06-09,SP,Sudeste,Incidente
7876,2018-06-02,SP,Sudeste,Incidente
7875,2018-06-08,SP,Sudeste,Acidente
7875,2018-06-08,SP,Sudeste,Acidente
7873,2018-06-10,SP,Sudeste,Incidente
7872,2018-06-09,RJ,Sudeste,Incidente
7871,2018-06-09,MG,Sudeste,Incidente
7870,2018-06-03,SP,Sudeste,Incidente Grave
7870,2018-06-03,SP,Sudeste,Incidente Grave
7868,2018-06-05,SP,Sudeste,Incidente
7867,2018-05-31,PI,Nordeste,Incidente
7641,2017-12-09,BA,Nordeste,Incidente
7639,2017-12-09,MG,Sudeste,Acidente
7345,2017-01-22,MG,Sudeste,Acidente
7640,2017-12-07,CE,Nordeste,Incidente
7638,2017-11-27,PR,Sul,Incidente
7637,2017-11-29,RS,Sul,Incidente
7344,2017-01-19,RJ,Sudeste,Acidente
7636,2017-12-09,RS,Sul,Incidente Grave
7635,2017-12-09,GO,Centro-Oeste,Incidente Grave
7634,2017-12-07,SC,Sul,Incidente
7632,2017-12-06,SC,Sul,Acidente
7633,2017-12-03,MS,Centro-Oeste,Acidente
7633,2017-12-03,MS,Centro-Oeste,Acidente
7631,2017-11-29,BA,Nordeste,Incidente
7630,2017-11-18,ES,Sudeste,Incidente
7629,2017-12-06,MG,Sudeste,Incidente
7348,2016-12-31,MG,Sudeste,Acidente
7350,2017-01-26,ES,Sudeste,Incidente
7349,2017-01-20,PA,Norte,Acidente
7347,2017-02-09,PA,Norte,Acidente
7346,2017-01-14,PA,Norte,Acidente
7343,2017-03-24,SP,Sudeste,Incidente
7342,2017-03-24,SP,Sudeste,Acidente
7341,2017-03-30,PE,Nordeste,Incidente
