id,dt_ocorrencia,uf,regiao,classificacao_da_ocorrencia
4275,2013-07-11,SP,Sudeste,Ocorrência Anormal
4274,2013-07-07,MG,Sudeste,Ocorrência Anormal
4273,2013-08-14,AM,Norte,Incidente
4272,2013-08-14,RJ,Sudeste,Incidente
4271,2013-08-13,MG,Sudeste,Ocorrência Anormal
4270,2013-08-11,PI,Nordeste,Incidente
4269,2013-08-10,SP,Sudeste,Incidente
4268,2013-07-07,RO,Norte,Ocorrência Anormal
4267,2013-07-06,GO,Centro-Oeste,Incidente Grave
4266,2013-07-05,MT,Centro-Oeste,Ocorrência Anormal
4265,2013-07-11,SP,Sudeste,Incidente
4034,2013-04-15,MG,Sudeste,Incidente
4032,2013-04-12,PR,Sul,Acidente
4036,2013-04-17,PR,Sul,Incidente Grave
4035,2013-04-15,MG,Sudeste,Incidente
4033,2013-04-14,MS,Centro-Oeste,Incidente
4030,2013-04-11,SP,Sudeste,Ocorrência Anormal
4031,2013-04-12,RJ,Sudeste,Ocorrência Anormal
4029,2013-04-10,MG,Sudeste,Ocorrência Anormal
4028,2013-04-09,PE,Nordeste,Ocorrência Anormal
4027,2013-04-09,RJ,Sudeste,Ocorrência Anormal
4026,2013-04-09,PE,Nordeste,Ocorrência Anormal
3802,2013-01-21,SP,Sudeste,Ocorrência Anormal
4025,2013-04-09,PA,Norte,Incidente
4024,2013-04-09,SP,Sudeste,Incidente
3810,2013-03-20,RJ,Sudeste,Incidente
3809,2013-03-18,SP,Sudeste,Acidente
3808,2012-04-11,MT,Centro-Oeste,Incidente
3807,2013-08-07,PR,Sul,Acidente
3806,2013-08-05,PA,Norte,Incidente
3805,2013-08-12,SP,Sudeste,Ocorrência Anormal
3804,2013-08-08,RJ,Sudeste,Ocorrência Anormal
3803,2013-01-25,GO,Centro-Oeste,Incidente
3801,2013-01-27,PE,Nordeste,Acidente
3811,2013-09-16,MG,Sudeste,Incidente Grave
3800,2013-01-27,AM,Norte,Incidente
3799,2013-01-27,AC,Norte,Ocorrência Anormal
3798,2013-01-27,RJ,Sudeste,Ocorrência Anormal
3603,2012-11-03,GO,Centro-Oeste,Acidente
3602,2012-10-31,MT,Centro-Oeste,Acidente
3601,2012-11-02,GO,Centro-Oeste,Acidente
3600,2012-11-02,PR,Sul,Incidente Grave
3599,2012-11-01,MG,Sudeste,Ocorrência Anormal
3598,2012-11-01,SP,Sudeste,Ocorrência Anormal
3597,2012-11-01,PA,Norte,Incidente
3596,2012-10-31,ES,Sudeste,Ocorrência Anormal
3595,2012-10-31,PR,Sul,Ocorrência Anormal
3594,2012-10-30,SP,Sudeste,Incidente
3593,2012-10-30,BA,Nordeste,Ocorrência Anormal
3604,2012-11-04,BA,Nordeste,Incidente
4263,2013-08-16,AM,Norte,Ocorrência Anormal
4262,2013-08-09,RJ,Sudeste,Ocorrência Anormal
4261,2013-08-06,PR,Sul,Incidente
4260,2013-08-06,DF,Centro-Oeste,Incidente
4259,2013-07-11,PR,Sul,Ocorrência Anormal
4258,2013-07-10,SC,Sul,Ocorrência Anormal
4257,2013-07-09,PR,Sul,Ocorrência Anormal
4256,2013-07-06,SP,Sudeste,Incidente
4255,2013-07-30,PR,Sul,Incidente
4254,2013-07-29,RJ,Sudeste,Ocorrência Anormal
4253,2013-07-28,SC,Sul,Incidente
4252,2013-07-27,MG,Sudeste,Ocorrência Anormal
4264,2013-08-16,SP,Sudeste,Incidente
4023,2013-05-30,CE,Nordeste,Acidente
4022,2013-04-09,RJ,Sudeste,Ocorrência de Solo
4021,2013-04-08,RJ,Sudeste,Incidente
4020,2013-04-07,GO,Centro-Oeste,Acidente
4019,2013-05-29,SP,Sudeste,Acidente
4018,2013-04-04,GO,Centro-Oeste,Incidente
4017,2013-04-04,SC,Sul,Ocorrência Anormal
4010,2013-02-16,MG,Sudeste,Acidente
3579,2012-10-31,SP,Sudeste,Ocorrência Anormal
4016,2013-04-04,GO,Centro-Oeste,Incidente
4015,2013-04-02,RJ,Sudeste,Incidente
4014,2013-03-29,ES,Sudeste,Incidente
4013,2013-03-25,RJ,Sudeste,Incidente
4012,2013-03-23,PR,Sul,Incidente
4011,2013-03-05,SP,Sudeste,Incidente
4009,2013-03-26,RJ,Sudeste,Incidente
4008,2013-03-21,RJ,Sudeste,Ocorrência Anormal
3797,2013-01-26,PE,Nordeste,Ocorrência Anormal
3796,2013-01-25,PB,Nordeste,Acidente
3794,2013-01-25,RJ,Sudeste,Incidente
3795,2013-01-25,SP,Sudeste,Incidente
3795,2013-01-25,SP,Sudeste,Incidente
3793,2013-01-25,SP,Sudeste,Acidente
3789,2013-01-24,PR,Sul,Incidente
3788,2013-01-23,RS,Sul,Incidente
3792,2013-01-25,GO,Centro-Oeste,Incidente Grave
3791,2013-01-24,PR,Sul,Ocorrência Anormal
3790,2013-01-24,AM,Norte,Acidente
3786,2013-01-23,BA,Nordeste,Acidente
3787,2013-01-23,PR,Sul,Acidente
3786,2013-01-23,BA,Nordeste,Acidente
3590,2012-10-27,RJ,Sudeste,Ocorrência Anormal
3589,2012-10-26,RJ,Sudeste,Incidente
3588,2012-10-23,RS,Sul,Incidente
3586,2012-10-22,PB,Nordeste,Ocorrência de Solo
3586,2012-10-22,PB,Nordeste,Ocorrência de Solo
3585,2012-10-20,SC,Sul,Incidente
3583,2012-10-15,PR,Sul,Ocorrência Anormal
3580,2012-11-02,PE,Nordeste,Acidente
3584,2012-10-20,SP,Sudeste,Incidente
3582,2012-10-11,RJ,Sudeste,Incidente
3581,2012-10-03,ES,Sudeste,Incidente
3591,2012-10-28,SP,Sudeste,Ocorrência Anormal
4251,2013-07-27,MG,Sudeste,Acidente
4251,2013-07-27,MG,Sudeste,Acidente
4250,2013-07-10,RO,Norte,Incidente
4249,2013-07-09,RS,Sul,Acidente
4248,2013-07-07,RJ,Sudeste,Incidente
4247,2013-07-04,PA,Norte,Ocorrência Anormal
4246,2013-07-03,Indeterminado,,Incidente
4245,2013-07-07,SP,Sudeste,Acidente
4244,2013-07-03,PA,Norte,Incidente
4243,2013-07-03,RS,Sul,Incidente
4242,2013-07-02,SP,Sudeste,Ocorrência Anormal
4241,2013-07-02,PR,Sul,Incidente
4240,2013-07-01,RJ,Sudeste,Incidente
4240,2013-07-01,RJ,Sudeste,Incidente
4239,2013-06-30,DF,Centro-Oeste,Ocorrência Anormal
4238,2013-06-30,RJ,Sudeste,Ocorrência Anormal
4237,2013-06-29,SP,Sudeste,Incidente
4236,2013-06-29,BA,Nordeste,Incidente
4007,2013-05-22,MS,Centro-Oeste,Acidente
4006,2013-03-18,SP,Sudeste,Incidente
4005,2013-03-13,MT,Centro-Oeste,Incidente
4004,2013-04-08,SP,Sudeste,Ocorrência Anormal
4003,2013-04-07,RJ,Sudeste,Ocorrência de Solo
4002,2013-04-03,SP,Sudeste,Ocorrência Anormal
4001,2013-04-03,GO,Centro-Oeste,Acidente
4000,2013-04-01,AM,Norte,Ocorrência Anormal
3998,2013-04-01,AM,Norte,Ocorrência Anormal
3997,2013-03-31,AM,Norte,Ocorrência Anormal
3999,2013-05-22,PR,Sul,Acidente
3996,2013-03-29,SP,Sudeste,Incidente Grave
3996,2013-03-29,SP,Sudeste,Incidente Grave
3995,2013-06-23,AM,Norte,Ocorrência Anormal
3994,2013-03-27,MG,Sudeste,Incidente
3993,2013-03-27,ES,Sudeste,Incidente
3992,2013-03-22,SP,Sudeste,Incidente Grave
3785,2013-01-22,MT,Centro-Oeste,Acidente
3784,2013-01-21,SP,Sudeste,Acidente
3783,2013-01-19,RJ,Sudeste,Ocorrência de Solo
3782,2013-01-18,PR,Sul,Ocorrência Anormal
3781,2013-01-17,DF,Centro-Oeste,Ocorrência de Solo
3780,2013-01-12,SE,Nordeste,Incidente
3779,2013-01-11,RJ,Sudeste,Incidente
3777,2013-08-30,RS,Sul,Incidente
3776,2013-02-04,DF,Centro-Oeste,Incidente
3775,2013-02-03,SP,Sudeste,Acidente
3774,2013-02-02,MG,Sudeste,Ocorrência Anormal
3605,2012-11-04,BA,Nordeste,Acidente
3578,2012-10-31,SP,Sudeste,Incidente
3566,2012-10-25,RJ,Sudeste,Incidente
3565,2012-10-25,BA,Nordeste,Incidente
3564,2012-10-25,SP,Sudeste,Acidente
3563,2012-10-24,RS,Sul,Acidente
3562,2012-10-24,SP,Sudeste,Ocorrência Anormal
3561,2012-10-24,AM,Norte,Ocorrência Anormal
3558,2012-10-22,SP,Sudeste,Ocorrência de Solo
3557,2012-10-22,SP,Sudeste,Ocorrência Anormal
3560,2012-10-24,DF,Centro-Oeste,Incidente Grave
3559,2012-10-23,PA,Norte,Acidente
4235,2013-06-28,DF,Centro-Oeste,Incidente
4234,2013-06-28,RS,Sul,Incidente Grave
4233,2013-06-27,PA,Norte,Incidente
4232,2013-06-27,PA,Norte,Ocorrência Anormal
4231,2013-06-26,RJ,Sudeste,Incidente Grave
4231,2013-06-26,RJ,Sudeste,Incidente Grave
4230,2013-06-26,PA,Norte,Incidente Grave
4230,2013-06-26,PA,Norte,Incidente Grave
4229,2013-07-06,SP,Sudeste,Ocorrência de Solo
4228,2013-06-25,SP,Sudeste,Incidente Grave
4227,2013-06-24,MT,Centro-Oeste,Incidente Grave
4227,2013-06-24,MT,Centro-Oeste,Incidente Grave
3988,2013-03-31,SP,Sudeste,Incidente
4226,2013-08-31,GO,Centro-Oeste,Incidente Grave
4225,2013-08-30,MA,Nordeste,Acidente
3989,2013-03-31,SP,Sudeste,Acidente
3990,2013-04-01,RJ,Sudeste,Incidente
3987,2013-03-31,RJ,Sudeste,Incidente
3986,2013-05-18,SP,Sudeste,Acidente
3981,2013-03-27,SP,Sudeste,Incidente
3980,2013-03-27,RJ,Sudeste,Incidente
3985,2013-03-31,SP,Sudeste,Incidente
3984,2013-03-28,SP,Sudeste,Incidente
3983,2013-03-28,RJ,Sudeste,Incidente
3982,2013-03-27,CE,Nordeste,Incidente
3979,2013-03-27,RJ,Sudeste,Acidente
3991,2013-08-28,SC,Sul,Incidente
3773,2013-01-31,SC,Sul,Acidente
3771,2013-01-23,MT,Centro-Oeste,Acidente
3769,2013-01-02,GO,Centro-Oeste,Acidente
3772,2013-01-25,RJ,Sudeste,Ocorrência Anormal
3770,2013-01-13,RJ,Sudeste,Ocorrência de Solo
3768,2013-01-07,MS,Centro-Oeste,Incidente
3767,2013-01-05,SP,Sudeste,Incidente
3766,2013-01-05,RJ,Sudeste,Incidente
3765,2013-01-04,PR,Sul,Ocorrência Anormal
3764,2013-01-04,MG,Sudeste,Incidente
3763,2013-01-16,SP,Sudeste,Incidente
3575,2012-10-28,AL,Nordeste,Ocorrência Anormal
3592,2012-10-29,RJ,Sudeste,Incidente
3577,2012-10-31,SP,Sudeste,Acidente
3576,2012-10-29,PE,Nordeste,Incidente Grave
3573,2012-10-27,GO,Centro-Oeste,Incidente
3574,2012-10-28,MG,Sudeste,Incidente Grave
3572,2012-10-27,AC,Norte,Incidente
3571,2012-10-27,SP,Sudeste,Incidente
3570,2012-10-27,MG,Sudeste,Acidente
3569,2012-10-26,SP,Sudeste,Ocorrência Anormal
3568,2012-10-25,BA,Nordeste,Acidente
3567,2012-10-25,MG,Sudeste,Incidente
4224,2013-08-23,SP,Sudeste,Incidente
4218,2013-07-06,GO,Centro-Oeste,Acidente
4217,2013-06-22,MG,Sudeste,Incidente
4223,2013-08-22,MG,Sudeste,Acidente
4222,2013-06-24,MS,Centro-Oeste,Acidente
4221,2013-06-24,PR,Sul,Ocorrência Anormal
4220,2013-06-24,CE,Nordeste,Incidente
4219,2013-06-22,GO,Centro-Oeste,Incidente
4216,2013-06-21,GO,Centro-Oeste,Acidente
4216,2013-06-21,GO,Centro-Oeste,Acidente
4215,2013-06-21,AM,Norte,Incidente
4214,2013-06-20,SP,Sudeste,Ocorrência Anormal
4209,2013-07-05,SP,Sudeste,Incidente
4213,2013-07-05,PR,Sul,Acidente
4212,2013-06-20,SP,Sudeste,Ocorrência Anormal
4211,2013-06-20,SP,Sudeste,Incidente
4210,2013-06-18,AM,Norte,Acidente
4209,2013-07-05,SP,Sudeste,Incidente
3978,2013-03-26,MG,Sudeste,Ocorrência Anormal
3977,2013-03-26,SP,Sudeste,Incidente
3976,2013-03-26,RJ,Sudeste,Incidente
3972,2013-03-25,RJ,Sudeste,Ocorrência Anormal
3970,2013-03-23,SP,Sudeste,Ocorrência de Solo
3975,2013-03-26,MT,Centro-Oeste,Acidente
3974,2013-03-23,AM,Norte,Incidente Grave
3973,2013-03-25,SP,Sudeste,Incidente
3971,2013-03-25,SP,Sudeste,Incidente
3762,2013-01-16,MG,Sudeste,Incidente Grave
3758,2013-01-08,MG,Sudeste,Incidente
3757,2013-01-05,MT,Centro-Oeste,Acidente
3762,2013-01-16,MG,Sudeste,Incidente Grave
3761,2013-01-11,MG,Sudeste,Ocorrência Anormal
3760,2013-01-11,SP,Sudeste,Incidente Grave
3759,2013-01-09,SP,Sudeste,Incidente
3756,2013-01-03,SP,Sudeste,Acidente
3755,2012-12-26,RJ,Sudeste,Ocorrência de Solo
3754,2013-01-03,CE,Nordeste,Ocorrência Anormal
3753,2013-01-03,SP,Sudeste,Incidente
4446,2014-01-21,SP,Sudeste,Ocorrência Anormal
3752,2013-01-01,RJ,Sudeste,Incidente
3751,2012-12-30,CE,Nordeste,Incidente
4448,2014-01-21,SP,Sudeste,Ocorrência Anormal
4447,2014-01-20,RJ,Sudeste,Ocorrência Anormal
4445,2014-01-17,SP,Sudeste,Incidente
4444,1999-03-28,Indeterminado,,Acidente
4443,1999-03-23,Indeterminado,,Acidente
4442,1999-03-22,Indeterminado,,Acidente
4441,1999-03-21,Indeterminado,,Acidente
4440,1999-03-16,Indeterminado,,Acidente
4439,1999-03-06,Indeterminado,,Acidente
4438,2013-05-31,SP,Sudeste,Incidente
4437,2013-05-31,MG,Sudeste,Incidente
4436,2013-05-29,MG,Sudeste,Incidente
4435,1999-02-26,Indeterminado,,Acidente
4433,2013-09-05,SP,Sudeste,Acidente
4208,2013-06-18,PR,Sul,Incidente
4434,2013-09-05,RS,Sul,Acidente
4432,2013-09-04,RJ,Sudeste,Ocorrência Anormal
4208,2013-06-18,PR,Sul,Incidente
4207,2013-06-17,SP,Sudeste,Incidente
4206,2013-07-05,SP,Sudeste,Acidente
4205,2013-06-15,GO,Centro-Oeste,Acidente
4204,2013-06-15,SP,Sudeste,Acidente
4203,2013-06-15,PR,Sul,Incidente
3969,2013-03-22,DF,Centro-Oeste,Incidente
3968,2013-03-20,SC,Sul,Ocorrência Anormal
4202,2013-06-08,PA,Norte,Acidente
4201,2013-05-31,RS,Sul,Incidente
4198,2013-12-03,PR,Sul,Incidente
4197,2013-05-18,MG,Sudeste,Incidente
4196,2013-06-02,SP,Sudeste,Ocorrência Anormal
4200,2013-06-14,AM,Norte,Acidente
4199,2013-06-14,RJ,Sudeste,Incidente
3967,2013-03-16,SP,Sudeste,Incidente
3962,2013-03-20,SP,Sudeste,Incidente
3966,2013-03-23,MS,Centro-Oeste,Acidente
3965,2013-03-21,MG,Sudeste,Incidente
3964,2013-03-21,MS,Centro-Oeste,Incidente
3963,2013-03-20,SP,Sudeste,Incidente
3961,2013-03-19,MG,Sudeste,Incidente
3960,2013-03-19,RS,Sul,Acidente
3959,2013-03-18,RS,Sul,Acidente
3750,2012-12-29,MG,Sudeste,Incidente
3749,2012-12-16,RS,Sul,Incidente Grave
3748,2013-01-11,AC,Norte,Acidente
3748,2013-01-11,AC,Norte,Acidente
3747,2012-12-22,PA,Norte,Acidente
3746,2012-12-14,PR,Sul,Ocorrência Anormal
3745,2013-01-07,SP,Sudeste,Ocorrência de Solo
3745,2013-01-07,SP,Sudeste,Ocorrência de Solo
3744,2012-12-29,SP,Sudeste,Incidente
3743,2013-01-22,MT,Centro-Oeste,Incidente
3742,2013-01-22,RJ,Sudeste,Incidente
3741,2013-01-20,SC,Sul,Incidente
4429,2013-05-27,PR,Sul,Incidente
4427,2013-05-23,MG,Sudeste,Incidente
3740,2013-02-17,SP,Sudeste,Acidente
3739,2013-02-13,DF,Centro-Oeste,Incidente
3738,2013-02-16,GO,Centro-Oeste,Acidente
4431,2013-09-04,ES,Sudeste,Incidente
4430,1999-02-02,Indeterminado,,Acidente
3737,2013-02-16,MG,Sudeste,Acidente
4428,2013-05-24,PR,Sul,Incidente
4426,1999-02-01,Indeterminado,,Acidente
4425,1999-01-28,Indeterminado,,Acidente
4424,1999-01-23,Indeterminado,,Acidente
4423,1999-01-09,Indeterminado,,Acidente
4422,2013-12-19,MG,Sudeste,Incidente Grave
4421,2013-12-19,MG,Sudeste,Ocorrência Anormal
4420,2013-12-18,RS,Sul,Acidente
4419,2013-12-18,PA,Norte,Incidente
4418,2013-12-16,MG,Sudeste,Incidente
4417,2013-12-16,PI,Nordeste,Acidente
4416,2013-09-03,PA,Norte,Acidente
4415,2013-09-03,MG,Sudeste,Ocorrência Anormal
4195,2013-05-28,MG,Sudeste,Ocorrência Anormal
4194,2013-05-26,SP,Sudeste,Ocorrência Anormal
4193,2013-05-25,SP,Sudeste,Ocorrência Anormal
4192,2013-05-23,SP,Sudeste,Ocorrência Anormal
4191,2013-07-04,SP,Sudeste,Acidente
4190,2013-07-04,RJ,Sudeste,Incidente
4189,2013-05-18,RJ,Sudeste,Incidente
4185,2013-12-02,AM,Norte,Incidente
4184,2013-11-22,AM,Norte,Ocorrência Anormal
4182,2013-05-17,PR,Sul,Incidente
4188,2013-05-18,RS,Sul,Incidente
4187,2013-05-17,PR,Sul,Incidente
4186,2013-12-02,RJ,Sudeste,Incidente
4183,2013-07-04,GO,Centro-Oeste,Acidente
3958,2013-03-18,RJ,Sudeste,Ocorrência Anormal
3957,2013-03-17,SP,Sudeste,Ocorrência Anormal
3956,2013-03-17,SP,Sudeste,Ocorrência Anormal
3955,2013-03-15,MA,Nordeste,Ocorrência Anormal
3954,2013-03-15,MA,Nordeste,Ocorrência Anormal
3953,2013-03-15,MG,Sudeste,Incidente
3952,2013-03-14,GO,Centro-Oeste,Ocorrência Anormal
3951,2013-03-13,RJ,Sudeste,Ocorrência de Solo
3950,2013-03-16,PB,Nordeste,Acidente
3949,2013-03-16,MA,Nordeste,Incidente Grave
3949,2013-03-16,MA,Nordeste,Incidente Grave
3948,2013-03-16,AM,Norte,Incidente
3947,2013-03-12,GO,Centro-Oeste,Ocorrência Anormal
3946,2013-03-12,PA,Norte,Acidente
3736,2013-01-19,PR,Sul,Acidente
3735,2013-01-18,SP,Sudeste,Acidente
3733,2013-01-17,PR,Sul,Acidente
3732,2013-01-07,PI,Nordeste,Incidente
3731,2013-01-07,PE,Nordeste,Ocorrência Anormal
3734,2013-01-18,SP,Sudeste,Incidente
3730,2013-01-07,DF,Centro-Oeste,Incidente
3729,2013-01-05,SP,Sudeste,Incidente
3728,2013-01-05,SP,Sudeste,Incidente
4413,2013-08-31,RS,Sul,Incidente Grave
3727,2012-12-26,RS,Sul,Incidente
3726,2012-12-25,MT,Centro-Oeste,Incidente
3725,2012-12-24,RJ,Sudeste,Ocorrência Anormal
4414,2013-09-01,RJ,Sudeste,Incidente
4412,2013-12-15,SP,Sudeste,Acidente
4411,2013-12-15,PR,Sul,Acidente
4410,2013-12-13,MG,Sudeste,Ocorrência Anormal
4409,2013-05-22,RJ,Sudeste,Incidente
4408,2013-05-20,RS,Sul,Incidente
4407,2013-05-19,SC,Sul,Incidente
4405,2013-07-21,SP,Sudeste,Ocorrência de Solo
4403,2013-12-13,SP,Sudeste,Ocorrência Anormal
4402,2013-12-13,DF,Centro-Oeste,Ocorrência Anormal
4401,2013-12-10,RJ,Sudeste,Incidente
4400,2013-12-09,MG,Sudeste,Ocorrência Anormal
4178,2013-07-04,MG,Sudeste,Ocorrência Anormal
4399,2014-01-07,MT,Centro-Oeste,Acidente
4398,2014-01-06,RS,Sul,Acidente
4397,2014-01-05,RJ,Sudeste,Ocorrência Anormal
4180,2013-05-16,MS,Centro-Oeste,Incidente
4179,2013-11-29,MG,Sudeste,Ocorrência de Solo
4181,2013-05-16,Indeterminado,,Incidente
4177,2013-06-12,SP,Sudeste,Ocorrência Anormal
4176,2013-07-03,AM,Norte,Incidente
4175,2013-05-15,RJ,Sudeste,Incidente
4174,2013-05-15,PR,Sul,Incidente
4173,2013-05-13,AM,Norte,Incidente
4172,2013-07-03,RJ,Sudeste,Incidente
4171,2013-05-25,SP,Sudeste,Incidente Grave
4171,2013-05-25,SP,Sudeste,Incidente Grave
4168,2013-11-13,SP,Sudeste,Ocorrência de Solo
3944,2013-02-08,SP,Sudeste,Ocorrência de Solo
4170,2013-05-24,BA,Nordeste,Incidente Grave
4169,2013-05-23,BA,Nordeste,Incidente Grave
3943,2010-06-30,RS,Sul,Ocorrência Anormal
3942,2013-10-18,MG,Sudeste,Incidente
3941,2013-10-18,SP,Sudeste,Incidente
3945,2013-02-08,RJ,Sudeste,Incidente
3940,2013-10-15,CE,Nordeste,Incidente Grave
3939,2013-10-11,SP,Sudeste,Incidente Grave
3938,2013-03-12,AM,Norte,Incidente
3937,2013-03-11,RO,Norte,Acidente
3936,2013-03-11,AM,Norte,Acidente
3935,2013-03-08,DF,Centro-Oeste,Incidente
3934,2013-08-19,GO,Centro-Oeste,Acidente
3933,2013-08-18,AM,Norte,Incidente
3723,2012-12-22,MG,Sudeste,Acidente
3932,2013-08-18,SP,Sudeste,Incidente Grave
3724,2012-12-23,SP,Sudeste,Incidente
3722,2012-12-06,MT,Centro-Oeste,Acidente
3721,2012-12-05,MT,Centro-Oeste,Acidente
3721,2012-12-05,MT,Centro-Oeste,Acidente
3720,2012-12-12,PA,Norte,Incidente Grave
3719,2012-12-12,MG,Sudeste,Incidente Grave
3717,2012-12-10,MG,Sudeste,Acidente
4160,2010-11-05,ES,Sudeste,Incidente
3719,2012-12-12,MG,Sudeste,Incidente Grave
3718,2012-12-11,GO,Centro-Oeste,Acidente
3716,2012-12-08,SP,Sudeste,Incidente
3715,2012-12-07,MG,Sudeste,Ocorrência Anormal
3714,2012-12-06,SP,Sudeste,Incidente
4396,2014-01-03,RJ,Sudeste,Incidente
4395,2014-01-10,RJ,Sudeste,Ocorrência Anormal
4394,2013-07-20,RJ,Sudeste,Incidente
4393,2013-07-20,RJ,Sudeste,Incidente
4392,2013-07-19,MG,Sudeste,Ocorrência Anormal
4391,2013-07-19,RJ,Sudeste,Incidente
4390,2013-07-19,MS,Centro-Oeste,Acidente
4387,2013-11-29,RJ,Sudeste,Ocorrência Anormal
4386,2013-11-29,SP,Sudeste,Acidente
4389,2013-07-19,MT,Centro-Oeste,Acidente
4388,2013-07-18,RS,Sul,Incidente
4385,2013-11-29,MG,Sudeste,Ocorrência Anormal
4384,2013-11-28,GO,Centro-Oeste,Incidente
4383,2013-11-27,PA,Norte,Incidente
4382,2013-12-19,MG,Sudeste,Incidente
4167,2013-10-03,RR,Norte,Incidente
4166,2013-09-28,SC,Sul,Ocorrência Anormal
4165,2013-07-03,AM,Norte,Incidente
4164,2013-06-27,ES,Sudeste,Incidente
4163,2013-05-08,RS,Sul,Incidente Grave
4162,2013-06-07,AM,Norte,Acidente
4161,2013-06-07,MT,Centro-Oeste,Acidente
4159,2013-06-05,SP,Sudeste,Acidente
4158,2013-11-22,ES,Sudeste,Incidente
4156,2013-10-03,DF,Centro-Oeste,Incidente
4157,2013-10-03,AM,Norte,Ocorrência Anormal
4155,2013-10-02,AM,Norte,Incidente
4154,2013-10-02,MS,Centro-Oeste,Incidente Grave
4151,2013-12-04,PA,Norte,Acidente
3931,2013-08-17,PI,Nordeste,Ocorrência Anormal
3930,2013-03-01,RS,Sul,Incidente
3929,2013-02-23,PR,Sul,Ocorrência Anormal
3928,2013-02-21,RJ,Sudeste,Ocorrência de Solo
3927,2013-02-20,RJ,Sudeste,Ocorrência Anormal
3926,2013-07-26,MG,Sudeste,Ocorrência Anormal
3924,2013-07-26,BA,Nordeste,Incidente Grave
3925,2013-07-26,AM,Norte,Ocorrência Anormal
3923,2013-07-26,MG,Sudeste,Ocorrência Anormal
3922,2013-07-26,PR,Sul,Acidente
3919,2013-03-10,PE,Nordeste,Incidente Grave
3918,2013-03-08,PE,Nordeste,Ocorrência Anormal
3916,2013-03-08,GO,Centro-Oeste,Incidente
3921,2013-02-04,PR,Sul,Incidente
3920,2013-03-11,MS,Centro-Oeste,Incidente
3917,2014-03-18,RJ,Sudeste,Incidente
3915,2013-03-06,BA,Nordeste,Incidente Grave
3713,2012-12-06,PA,Norte,Incidente Grave
3713,2012-12-06,PA,Norte,Incidente Grave
3712,2012-12-12,MG,Sudeste,Acidente
3711,2012-12-06,RS,Sul,Acidente
3710,2012-12-05,RJ,Sudeste,Incidente
3709,2012-12-04,GO,Centro-Oeste,Incidente
3708,2012-12-02,GO,Centro-Oeste,Incidente
3706,2012-12-01,CE,Nordeste,Incidente
3707,2012-12-02,MG,Sudeste,Incidente
3705,2012-11-29,PR,Sul,Incidente
3704,2012-12-31,MS,Centro-Oeste,Acidente
4378,2013-10-25,SP,Sudeste,Incidente
4377,2013-12-08,TO,Norte,Incidente
4376,2013-12-10,SP,Sudeste,Ocorrência Anormal
4375,2012-06-22,Exterior,,Incidente
4373,2013-12-05,SP,Sudeste,Incidente
4372,2013-12-05,SP,Sudeste,Acidente
4374,2013-11-10,PA,Norte,Incidente Grave
4371,2013-12-03,RS,Sul,Acidente
4371,2013-12-03,RS,Sul,Acidente
4370,2013-12-14,MG,Sudeste,Incidente Grave
4369,2013-12-06,GO,Centro-Oeste,Incidente
4381,2013-11-14,SC,Sul,Incidente
4380,2013-11-14,SC,Sul,Incidente
4379,2013-11-13,PR,Sul,Ocorrência Anormal
4148,2010-08-03,Indeterminado,,Ocorrência de Solo
4147,2011-06-25,Indeterminado,,Incidente
4146,2013-12-02,SP,Sudeste,Ocorrência Anormal
4136,2010-09-04,PA,Norte,Ocorrência Anormal
4135,2010-07-26,RJ,Sudeste,Ocorrência Anormal
4134,2010-07-26,RS,Sul,Ocorrência Anormal
4149,2013-12-03,PR,Sul,Incidente Grave
4145,2013-12-02,PE,Nordeste,Incidente
4143,2013-08-20,RJ,Sudeste,Incidente
4141,2013-08-06,PR,Sul,Ocorrência Anormal
4142,2013-08-14,SP,Sudeste,Ocorrência de Solo
3913,2010-06-26,PR,Sul,Ocorrência Anormal
3905,2013-03-07,RJ,Sudeste,Ocorrência Anormal
3904,2013-03-06,SP,Sudeste,Ocorrência de Solo
4140,2013-08-21,SP,Sudeste,Acidente
4139,2010-10-25,BA,Nordeste,Incidente
4138,2010-10-13,PB,Nordeste,Incidente
4137,2010-10-04,PA,Norte,Incidente
4137,2010-10-04,PA,Norte,Incidente
4137,2010-10-04,PA,Norte,Incidente
4133,2013-10-01,BA,Nordeste,Incidente
3912,2013-03-05,SP,Sudeste,Incidente
3911,2013-03-04,RJ,Sudeste,Ocorrência Anormal
3909,2013-02-28,SP,Sudeste,Incidente
3909,2013-02-28,SP,Sudeste,Incidente
3908,2013-02-22,DF,Centro-Oeste,Incidente
3907,2013-01-28,SP,Sudeste,Acidente
3906,2013-01-09,SP,Sudeste,Incidente
3903,2013-03-06,SP,Sudeste,Incidente
3902,2013-03-04,SP,Sudeste,Ocorrência de Solo
3914,2013-03-06,RJ,Sudeste,Ocorrência Anormal
3703,2012-12-27,RJ,Sudeste,Acidente
3702,2013-01-02,RS,Sul,Acidente
3701,2012-12-29,RJ,Sudeste,Acidente
3700,2012-12-28,SP,Sudeste,Incidente
3698,2012-12-27,RR,Norte,Incidente
3696,2012-12-20,SP,Sudeste,Acidente
3699,2012-12-27,SP,Sudeste,Incidente
4366,2011-11-25,SP,Sudeste,Ocorrência Anormal
4355,2013-07-17,MG,Sudeste,Ocorrência Anormal
4354,2013-07-17,MG,Sudeste,Incidente
